business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
zVxDd79gdZcfz-O14QBCrA,Snack Shack,801 State St,Santa Barbara,CA,93101,34.4195599102,-119.699531239,3.5,12,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True'}","Beer, Wine & Spirits, Food, American (Traditional), Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
H5bsmYmdO3FBVQHC3jfx2g,John Dunn Gourmet Dining Room,721 Cliff Dr,Santa Barbara,CA,93101,34.4064006,-119.6972865,4.0,5,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Caters': 'False', 'HasTV': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True'}","Diners, Restaurants",
iOYjF9CY-X3KY5wS5opyfg,Cliff's & Co Restaurant,1919 Cliff Dr,Santa Barbara,CA,93109,34.4014219,-119.72302,3.5,8,0,"{'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True'}","Event Planning & Services, Party & Event Planning, Restaurants, Caterers, American (Traditional), Mexican","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:30'}"
3fpAmsSuEFNF29UUPpgwlw,Spudnuts & Bagels,3629 State St,Santa Barbara,CA,93105,34.4401969,-119.7414014,4.5,292,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'None'}","Restaurants, Bagels, Coffee & Tea, Food, Bubble Tea, Donuts","{'Monday': '5:0-17:0', 'Tuesday': '5:0-17:0', 'Wednesday': '5:0-17:0', 'Thursday': '5:0-17:0', 'Friday': '5:0-17:0', 'Saturday': '5:0-17:0', 'Sunday': '5:0-13:0'}"
4ejnTeRzv8z102DBIWjQLg,Ca' Dario Pizzeria,29 E Victoria St,Santa Barbara,CA,93101,34.4252245001,-119.7049188623,4.0,121,0,"{'HasTV': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'beer_and_wine'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Pizza, Restaurants","{'Monday': '16:30-21:30', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-21:30', 'Saturday': '16:30-21:30', 'Sunday': '16:30-21:30'}"
0Qs-G8Xs-mz-jmQH5lez5A,Museum Cafe,1130 State St,Santa Barbara,CA,93101,34.4234706,-119.7039262,4.5,22,0,"{'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'HasTV': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True'}","Cafes, Restaurants, Delis","{'Tuesday': '11:0-15:0', 'Thursday': '17:0-19:0', 'Friday': '11:0-15:0', 'Saturday': '11:0-16:0', 'Sunday': '11:0-16:0'}"
sjWf71VmU5HIwqX8RGCLJw,Riviera Bar,20 W Figueroa St,Santa Barbara,CA,93101,34.4218599144,-119.7039636863,4.5,22,1,"{'CoatCheck': 'False', 'RestaurantsAttire': ""u'casual'"", 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': True, u'sunday': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': False, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}"", 'BusinessParking': ""{u'valet': False, u'garage': True, u'street': True, u'lot': None, u'validated': False}"", 'WheelchairAccessible': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'GoodForDancing': 'False', 'Music': ""{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}""}","Cocktail Bars, Wine Bars, Nightlife, Bars, Beer Bar, Restaurants","{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-22:0'}"
Gz3vi3dVKMylBb8HV1tP8Q,Blenders In the Grass,"1046 Coast Village Rd, Ste F",Santa Barbara,CA,93108,34.4219674,-119.6501878,3.5,68,1,"{'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'Caters': 'False', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}""}","Juice Bars & Smoothies, Food, Restaurants, Vegetarian","{'Monday': '0:0-0:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}"
LsniEK_m_Jbj7JMbT4eRxQ,101 Deli,130 N Calle Cesar Chavez,Santa Barbara,CA,93103,34.4206191,-119.6842739,4.5,28,1,"{'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'"", 'Caters': 'True', 'BikeParking': 'True'}","Delis, Restaurants",
omnCKxL0f_akh0eYeJxjDg,Seven Bar & Kitchen,224 Helena St,Santa Barbara,CA,93101,34.4152367,-119.6917437,4.0,353,1,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'average'"", 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Smoking': ""u'no'"", 'CoatCheck': 'False', 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'True', 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'RestaurantsReservations': 'True'}","Lounges, Art Galleries, American (New), Bars, Shopping, Nightlife, Restaurants, Music Venues, Gastropubs, Cocktail Bars, Arts & Entertainment","{'Monday': '0:0-0:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '16:0-1:0', 'Saturday': '14:0-1:0', 'Sunday': '14:0-23:0'}"
uQSCNdPI0dC_sPsOh1U8NQ,McDonald's,1906 Cliff Dr,Santa Barbara,CA,93109,34.4018817782,-119.7223486789,2.0,41,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""'loud'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'DriveThru': 'True'}","Restaurants, Food, Fast Food, Burgers, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
z-9_8ot2TnKL9DX4k3MYMQ,Palazzio,1026 State St,Santa Barbara,CA,93101,34.422294,-119.702545,3.0,345,0,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'HasTV': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'yes_corkage'"", 'BikeParking': 'True', 'Alcohol': ""'full_bar'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HappyHour': 'True'}","Restaurants, Pizza, Italian","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-23:0'}"
kfK0iQyhLIN3gOIzbLYwFw,Ruby's Cafe Santa Barbara,734 State St,Santa Barbara,CA,93101,34.4195175,-119.6990704,3.5,24,0,"{'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'""}","Mexican, Restaurants",
6EPPtwJR1kdIfHiCjzCzuw,The Harbor Restaurant,210 Stearns Wharf,Santa Barbara,CA,93101,34.4104753,-119.6868426,3.5,477,1,"{'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""'free'"", 'RestaurantsTableService': 'True', 'Caters': 'False', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': None, u'touristy': None, u'trendy': False, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'HasTV': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True'}","Seafood, Restaurants, American (Traditional)","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}"
0iLgVQpBeIYYwQZIblTTVw,Cafe 154,"4151 Foothill Rd Building A Main Fl, Bldg A",Santa Barbara,CA,93110,34.4510957997,-119.7600908624,4.0,10,1,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'False', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True'}","Cafes, Restaurants, Cafeteria","{'Monday': '6:30-18:0', 'Tuesday': '6:30-18:0', 'Wednesday': '6:30-18:0', 'Thursday': '6:30-18:0', 'Friday': '6:30-17:0'}"
fMWi5o0U30MK2JgvRl_blA,Mama Lu,415 N Milpas St,Santa Barbara,CA,93103,34.4256303,-119.6846643,3.0,45,0,"{'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'""}","Asian Fusion, Chinese, Restaurants",
UiJiURqivPDuvMsFgRF3yQ,The Honey B,602 Anacapa St,Santa Barbara,CA,93101,34.4193355,-119.6958223,4.5,215,0,"{'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsDelivery': 'True', 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'""}","Vegetarian, Gluten-Free, Food, Restaurants, Coffee & Tea, American (New), Vegan, Cafes","{'Monday': '0:0-0:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-16:0'}"
XkZwD46WcsAlbpg1inwbLQ,American Ale,14 E Cota St,Santa Barbara,CA,93101,34.4180855,-119.6963673,4.0,194,0,"{'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'HappyHour': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'False'}","Nightlife, Pubs, Beer, Wine & Spirits, American (Traditional), Burgers, Bars, Food, Restaurants",
cCi63HyU5XtjCaCVw0qJCw,M Kitchen,"634 State St, M. Special Brewing Company",Santa Barbara,CA,93101,34.4187305,-119.6976933,3.0,15,1,{'OutdoorSeating': 'True'},"Restaurants, American (Traditional)","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}"
IRyKDIF51M0GcqS8yfPcYA,Mesa Cafe,1972 Cliff Dr,Santa Barbara,CA,93109,34.4022202,-119.7228003,4.0,374,1,"{'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'GoodForDancing': 'False', 'DogsAllowed': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'RestaurantsDelivery': 'True'}","Restaurants, Bars, Breakfast & Brunch, American (Traditional), Nightlife","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}"
oTcezJoCe30NrwiNFsoLXQ,The Little Door - Santa Barbara,129 E Anapamu St,Santa Barbara,CA,93101,34.4253242,-119.7027302,4.5,137,0,"{'CoatCheck': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '3', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForDancing': 'False', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'HappyHour': 'True', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'Smoking': ""u'no'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False'}","Restaurants, French, Bars, Nightlife, Wine Bars, Mediterranean","{'Monday': '0:0-0:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-23:0', 'Saturday': '16:30-23:0', 'Sunday': '16:30-22:0'}"
y1ZPi7c6sSkWdE1p2vUo-Q,PizzaRev,12 W. De La Guerra St,Santa Barbara,CA,93101,34.4192413388,-119.6999922914,4.0,142,0,"{'RestaurantsReservations': 'False', 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'HappyHour': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'False', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Pizza, Salad, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:30-20:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}"
1lwulkAD5htni3rbHW8oeg,Subway,"1940 Cliff Dr, Ste B-13",Santa Barbara,CA,93109,34.402151,-119.7225483,3.0,11,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'HasTV': 'False', 'Alcohol': ""'none'"", 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""'loud'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True'}","Restaurants, Sandwiches, Salad, Fast Food","{'Monday': '9:0-22:30', 'Tuesday': '9:0-22:30', 'Wednesday': '9:0-22:30', 'Thursday': '9:0-22:30', 'Friday': '9:0-22:30', 'Saturday': '9:0-22:30', 'Sunday': '11:0-22:0'}"
